date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2016-07-22,0.95815900,,0.03858448,119.5,114.5,息,exright
2017-08-02,0.97214485,,0.04026939,179.5,174.5,息,exright
2018-08-17,0.96108949,,0.04142324,128.5,123.5,息,exright
2019-09-04,0.88468578,,0.04310030,149,131.81,權息,exright
2020-09-03,0.96286187,,0.04871820,128,123.24,息,exright
2021-05-21,0.86956522,,0.05059729,127.5,110.86,權,exright
2021-09-23,0.95401338,,0.05818688,104,99.21,息,exright
2022-07-20,0.99809759,,0.06099168,104,103.8,權,exright
2022-09-29,0.96088734,,0.06110794,124.5,119.63,息,exright
2022-12-19,0.97759158,,0.06359532,176.5,172.54,息,exright
2023-07-27,0.97815249,,0.06505305,898,878.38,權,exright
2023-10-03,0.87286789,,0.06650605,1165,1016.89,權息,exright
2023-11-28,0.99486289,,0.07619257,848,843.64,息,exright
2024-09-12,0.86384368,,0.07658600,959,828.42,權息,exright
2024-12-18,0.97602959,,0.08865724,942,919.41,息,exright
2025-06-30,0.10000000,,0.09083459,885,88.5,,parvalue
2025-07-15,0.96984318,,0.90834585,82.9,80.4,息,exright
2026-09-16,0.93659044,,0.93659044,48.1,45.05,息,exright
