date,factor,cum_factor,pre_close,ref_price,kind
2015-08-06,0.95545171,0.75711408,32.1,30.67,權息
2016-08-10,0.95487528,0.79241480,44.1,42.11,權息
2017-08-10,0.95404365,0.82986209,38.95,37.16,權息
2018-07-26,0.98485804,0.86983661,31.7,31.22,息
2019-07-25,0.98078431,0.88321014,25.5,25.01,息
2020-07-23,0.99194030,0.90051414,33.5,33.23,息
2021-08-26,0.97967480,0.90783099,24.6,24.1,息
2022-07-07,0.98125000,0.92666565,25.6,25.12,息
2023-07-06,0.98775510,0.94437264,29.4,29.04,息
2024-07-04,0.98961938,0.95607974,28.9,28.6,息
2025-07-03,0.97976879,0.96610855,17.3,16.95,息
2026-07-02,0.98605769,0.98605769,20.8,20.51,息
