date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-30,0.95437956,0.71772515,5.48,5.23,除息,exright
2017-08-11,0.97534247,0.75203324,21.9,21.36,除權息,exright
2018-07-26,0.98283262,0.77104531,23.3,22.9,除息,exright
2019-08-13,0.97350993,0.78451335,15.1,14.7,除息,exright
2020-08-06,0.97580645,0.80586066,18.6,18.15,除息,exright
2021-08-12,0.98331595,0.82584067,47.95,47.15,除息,exright
2022-08-09,0.97846154,0.83985282,58.5,57.24,除息,exright
2023-07-27,0.96408318,0.85834014,52.9,51,除息,exright
2024-07-11,0.95857307,0.89031752,43.45,41.65,除息,exright
2025-07-14,0.95131086,0.92879463,26.7,25.4,除息,exright
2026-07-09,0.97633136,0.97633136,33.8,33,除息,exright
