date,factor,cum_factor,pre_close,ref_price,kind,event
2016-08-23,0.96587031,0.59834175,14.65,14.15,除息,exright
2017-07-13,0.96587031,0.61948457,14.65,14.15,除息,exright
2018-07-05,0.94244604,0.64137448,13.9,13.1,除息,exright
2019-07-04,0.94223827,0.68054239,13.85,13.05,除息,exright
2020-07-02,0.94366197,0.72226146,14.2,13.4,除息,exright
2021-08-16,0.95580110,0.76538155,18.1,17.3,除息,exright
2022-06-30,0.94505495,0.80077491,18.2,17.2,除息,exright
2023-06-29,0.94871795,0.84733160,19.5,18.5,除息,exright
2024-07-04,0.96860283,0.89313330,31.85,30.85,除息,exright
2025-07-30,0.94560669,0.92208414,23.9,22.6,除息,exright
2026-06-26,0.97512438,0.97512438,40.2,39.2,除息,exright
