date,factor,cum_factor,pre_close,ref_price,kind
2015-07-03,0.94214186,0.58069848,71.9,67.74,息
2016-07-13,0.90175439,0.61635992,42.75,38.55,息
2017-07-05,0.94880546,0.68351197,29.3,27.8,息
2018-07-13,0.96899225,0.72039211,25.8,25,息
2019-07-04,0.97481108,0.74344466,19.85,19.35,息
2022-07-13,0.92217899,0.76265511,12.85,11.85,息
2023-07-20,0.94065282,0.82701420,16.85,15.85,息
2024-07-18,0.96881960,0.87919175,22.45,21.75,息
2025-07-14,0.95286195,0.90748757,14.85,14.15,息
2026-07-01,0.95238095,0.95238095,16.8,16,息
