date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2023-10-20,0.99329859,,0.89403712,13.43,13.34,除息,exright
2024-01-19,0.99259259,,0.90006886,14.85,14.74,除息,exright
2024-04-19,0.99025748,,0.90678579,14.37,14.23,除息,exright
2024-07-18,0.99146422,,0.91570708,15.23,15.1,除息,exright
2024-10-18,0.99080158,,0.92359065,15.22,15.08,除息,exright
2025-01-17,0.98946629,,0.93216510,14.24,14.09,除息,exright
2025-04-18,0.98950315,,0.94208879,14.29,14.14,除息,exright
2025-07-17,0.99198075,,0.95208266,12.47,12.37,除息,exright
2025-10-21,0.98992081,,0.95977937,13.89,13.75,除息,exright
2026-01-20,0.98982558,,0.96955167,13.76,13.62,除息,exright
2026-04-20,0.98972100,,0.97951769,13.62,13.48,除息,exright
2026-07-17,0.98969072,,0.98969072,13.58,13.44,除息,exright
