date,factor,cum_factor,pre_close,ref_price,kind
2015-08-06,0.93789474,0.60364021,57,53.46,權息
2016-08-04,0.96969697,0.64361189,66,64,息
2017-08-03,0.96428571,0.66372477,58.8,56.7,息
2018-08-02,0.93020305,0.68830716,78.8,73.3,息
2019-08-01,0.96905941,0.73995368,80.8,78.3,息
2020-08-06,0.96463932,0.76357927,70.7,68.2,息
2021-09-09,0.96191819,0.79156972,70.9,68.2,息
2022-08-04,0.96058394,0.82290752,68.5,65.8,息
2023-08-03,0.95866142,0.85667424,76.2,73.05,息
2024-08-01,0.96424315,0.89361502,83.9,80.9,息
2025-07-31,0.96372430,0.92675278,82.7,79.7,息
2026-07-30,0.96163683,0.96163683,78.2,75.2,息
