date,factor,cum_factor,pre_close,ref_price,kind
2015-07-21,0.98380567,0.63708612,74.1,72.9,息
2016-07-06,0.95736906,0.64757314,82.1,78.6,息
2017-07-06,0.94172737,0.67640909,96.1,90.5,息
2018-07-05,0.94488189,0.71826424,127,120,息
2019-06-26,0.94363636,0.76016299,110,103.8,息
2020-07-01,0.94980185,0.80556771,75.7,71.9,息
2021-07-27,0.96995192,0.84814292,83.2,80.7,息
2022-06-28,0.94110429,0.87441748,81.5,76.7,息
2023-06-14,0.98615160,0.92913983,68.6,67.65,息
2024-07-10,0.97422680,0.94218762,48.5,47.25,息
2025-07-01,0.97816594,0.96711322,22.9,22.4,息
2026-06-24,0.98870056,0.98870056,53.1,52.5,息
