date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2017-10-26,0.99586207,,0.67299893,20.3,20.21,息,exright
2018-01-24,0.98975659,,0.67579532,19.72,19.51,息,exright
2018-03-22,0.98971215,,0.68278942,18.76,18.56,息,exright
2018-06-21,0.99040431,,0.68988687,18.55,18.37,息,exright
2018-09-26,0.98491246,,0.69657094,19.42,19.12,息,exright
2018-12-27,0.99585519,,0.70724148,19.06,18.98,息,exright
2019-03-21,0.99096806,,0.71018505,20.04,19.85,息,exright
2019-06-25,0.99182536,,0.71665786,21.53,21.35,息,exright
2019-09-25,0.98890339,,0.72256457,22.98,22.72,息,exright
2019-12-24,0.98926655,,0.73067255,22.36,22.12,息,exright
2020-03-19,0.98712667,,0.73860028,19.42,19.17,息,exright
2020-06-17,0.98848457,,0.74823253,21.71,21.46,息,exright
2020-09-17,0.98987230,,0.75694912,22.71,22.48,息,exright
2020-12-17,0.99181446,,0.76469371,21.99,21.81,息,exright
2021-03-18,0.99108470,,0.77100480,20.19,20.01,息,exright
2021-06-22,0.99126214,,0.77794037,20.6,20.42,息,exright
2021-09-17,0.99130014,,0.78479783,20.69,20.51,息,exright
2021-12-21,0.99121951,,0.79168538,20.5,20.32,息,exright
2022-03-17,0.99077278,,0.79869834,17.34,17.18,息,exright
2022-06-21,0.98751561,,0.80613674,16.02,15.82,息,exright
2022-09-20,0.98902439,,0.81632810,16.4,16.22,息,exright
2022-12-21,0.98844985,,0.82538723,16.45,16.26,息,exright
2023-03-21,0.98817673,,0.83503198,16.07,15.88,息,exright
2023-06-20,0.98824257,,0.84502291,16.16,15.97,息,exright
2023-09-19,0.98813983,,0.85507641,16.02,15.83,息,exright
2023-12-20,0.98851270,,0.86533949,16.54,16.35,息,exright
2024-03-19,0.98765432,,0.87539542,16.2,16,息,exright
2024-06-20,0.98860228,,0.88633786,16.67,16.48,息,exright
2024-09-19,0.98851894,,0.89655656,17.42,17.22,息,exright
2024-12-18,0.98848485,,0.90696953,16.5,16.31,息,exright
2025-03-19,0.98858859,,0.91753509,16.65,16.46,息,exright
2025-06-18,0.98698630,,0.92812632,14.6,14.41,息,exright
2025-09-17,0.98805031,,0.94036393,15.9,15.71,息,exright
2025-12-17,0.98849182,,0.95173689,16.51,16.32,息,exright
2026-03-18,0.98771499,,0.96281716,16.28,16.08,息,exright
2026-06-17,0.98766954,,0.97479250,16.22,16.02,息,exright
2026-09-17,0.98696219,,0.98696219,15.34,15.14,息,exright
