date,factor,cum_factor,pre_close,ref_price,kind
2017-07-20,0.95762712,0.66161553,11.8,11.3,息
2018-07-17,0.95813953,0.69089056,10.75,10.3,息
2019-07-16,0.95215311,0.72107509,10.45,9.95,息
2020-04-09,0.95469989,0.75731002,8.83,8.43,息
2021-04-08,0.98173913,0.79324407,11.5,11.29,息
2022-04-14,0.97297297,0.80799883,11.1,10.8,息
2023-04-13,0.96233522,0.83044324,26.55,25.55,息
2024-04-11,0.96495957,0.86294591,37.1,35.8,息
2025-04-17,0.93715847,0.89428194,36.6,34.3,息
2026-04-16,0.95424837,0.95424837,30.6,29.2,息
