date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-11-20,0.98927948,,0.75115940,40.11,39.68,除息,exright
2020-02-20,0.99116781,,0.75929948,40.76,40.4,除息,exright
2020-05-21,0.99020142,,0.76606552,36.74,36.38,除息,exright
2020-08-18,0.99119940,,0.77364615,39.77,39.42,除息,exright
2020-11-17,0.99096308,,0.78051516,38.73,38.38,除息,exright
2021-02-23,0.99102666,,0.78763293,37.89,37.55,除息,exright
2021-05-18,0.99514825,,0.79476463,37.1,36.92,除息,exright
2021-08-17,0.99435787,,0.79863943,37.22,37.01,除息,exright
2021-11-16,0.99124726,,0.80317103,36.56,36.24,除息,exright
2022-02-22,0.99177438,,0.81026304,34.04,33.76,除息,exright
2022-05-18,0.98934109,,0.81698323,30.96,30.63,除息,exright
2022-08-16,0.99023929,,0.82578521,31.76,31.45,除息,exright
2022-11-16,0.98800000,,0.83392490,30,29.64,除息,exright
2023-02-16,0.98913738,,0.84405355,31.3,30.96,除息,exright
2023-05-17,0.98929471,,0.85332287,31.76,31.42,除息,exright
2023-08-16,0.98857672,,0.86255679,32.39,32.02,除息,exright
2023-11-16,0.98759936,,0.87252387,31.45,31.06,除息,exright
2024-02-27,0.98902104,,0.88347958,32.79,32.43,除息,exright
2024-05-17,0.98855422,,0.89328694,33.2,32.82,除息,exright
2024-08-16,0.98897592,,0.90362969,34.47,34.09,除息,exright
2024-11-18,0.98914001,,0.91370242,34.07,33.7,除息,exright
2025-02-19,0.99058270,,0.92373416,33.98,33.66,除息,exright
2025-05-19,0.98811054,,0.93251595,31.12,30.75,除息,exright
2025-08-18,0.98884067,,0.94373647,32.26,31.9,除息,exright
2025-11-18,0.98905973,,0.95438678,33.82,33.45,除息,exright
2026-02-25,0.98889538,,0.96494353,34.22,33.84,除息,exright
2026-05-19,0.98827773,,0.97577918,33.27,32.88,除息,exright
2026-08-18,0.98735321,,0.98735321,33.21,32.79,除息,exright
