date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-13,0.81015169,0.59784861,85.7,69.43,除權息,exright
2016-08-15,0.82591973,0.73794651,59.8,49.39,除權息,exright
2019-06-25,0.95883171,0.89348454,35.95,34.47,除息,exright
2020-10-19,1.12573529,0.93184709,27.2,30.62,現金減資,reduce
2021-11-12,0.99005736,0.82776750,26.15,25.89,除息,exright
2022-07-04,0.98554687,0.83608034,25.6,25.23,除息,exright
2023-07-04,0.97613365,0.84834153,41.9,40.9,除息,exright
2024-06-19,0.97099768,0.86908338,43.1,41.85,除息,exright
2025-06-13,0.95402299,0.89504166,43.5,41.5,除息,exright
2026-06-12,0.93817620,0.93817620,32.35,30.35,除息,exright
