date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-08-19,0.99658703,,0.77327966,43.95,43.8,除息,exright
2019-11-19,0.99343031,,0.77592787,42.62,42.34,除息,exright
2020-02-20,0.99419684,,0.78105919,43.08,42.83,除息,exright
2020-05-21,0.99441211,,0.78561825,42.95,42.71,除息,exright
2020-08-18,0.99614512,,0.79003287,44.1,43.93,除息,exright
2020-11-17,0.99555035,,0.79309014,42.7,42.51,除息,exright
2021-02-25,0.99560976,,0.79663488,41,40.82,除息,exright
2021-05-18,0.99457861,,0.80014773,40.58,40.36,除息,exright
2021-08-17,0.99491279,,0.80450928,41.28,41.07,除息,exright
2021-11-16,0.99426577,,0.80862292,40.11,39.88,除息,exright
2022-02-22,0.99290780,,0.81328649,38.07,37.8,除息,exright
2022-05-18,0.98939641,,0.81909568,36.78,36.39,除息,exright
2022-08-16,0.98850882,,0.82787412,37.42,36.99,除息,exright
2022-11-16,0.98514990,,0.83749796,35.69,35.16,除息,exright
2023-02-16,0.98604132,,0.85012236,35.82,35.32,除息,exright
2023-05-17,0.99160839,,0.86215693,35.75,35.45,除息,exright
2023-08-16,0.99169435,,0.86945304,36.12,35.82,除息,exright
2023-11-16,0.99047619,,0.87673489,35.7,35.36,除息,exright
2024-02-27,0.99239337,,0.88516504,36.81,36.53,除息,exright
2024-05-17,0.98983142,,0.89194977,37.37,36.99,除息,exright
2024-08-16,0.99047129,,0.90111281,38.83,38.46,除息,exright
2024-11-18,0.98981989,,0.90978186,38.31,37.92,除息,exright
2025-02-20,0.98958605,,0.91913879,38.41,38.01,除息,exright
2025-05-19,0.98874508,,0.92881139,35.54,35.14,除息,exright
2025-08-18,0.98898375,,0.93938409,36.31,35.91,除息,exright
2025-11-18,0.98756285,,0.94984785,37.79,37.32,除息,exright
2026-02-26,0.98771563,,0.96181003,38.26,37.79,除息,exright
2026-05-19,0.98709330,,0.97377221,37.19,36.71,除息,exright
2026-08-18,0.98650472,,0.98650472,37.05,36.55,除息,exright
