date,factor,cum_factor,pre_close,ref_price,kind,event
2016-07-04,0.97175141,0.70531000,53.1,51.6,除息,exright
2017-07-12,0.98145695,0.72581320,37.75,37.05,除息,exright
2018-07-12,0.96941896,0.73952627,32.7,31.7,除息,exright
2019-07-11,0.96620776,0.76285517,39.95,38.6,除息,exright
2020-07-14,0.96423841,0.78953534,37.75,36.4,除息,exright
2021-06-28,0.97014925,0.81881756,33.5,32.5,除息,exright
2022-06-24,0.99427262,0.84401194,87.3,86.8,除息,exright
2023-06-20,0.96534653,0.84887376,60.6,58.5,除息,exright
2024-06-27,0.96569468,0.87934615,58.3,56.3,除息,exright
2025-06-30,0.96047904,0.91058403,41.75,40.1,除息,exright
2026-07-01,0.94805195,0.94805195,38.5,36.5,除息,exright
