date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2023-07-05,0.98273971,,0.87282206,17,16.7,息,exright
2024-07-02,0.96089521,,0.88815182,16.7,16.04,息,exright
2025-07-08,0.95840446,,0.92429623,15.7,15.04,息,exright
2026-07-01,0.96441144,,0.96441144,18.35,17.69,息,exright
