date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-11-19,0.99021947,,0.76654431,41.92,41.51,除息,exright
2020-02-19,0.99259602,,0.77411558,43.22,42.9,除息,exright
2020-05-20,0.99296105,,0.77988987,42.62,42.32,除息,exright
2020-08-19,0.99326750,,0.78541839,44.56,44.26,除息,exright
2020-11-17,0.99343494,,0.79074205,42.65,42.37,除息,exright
2021-02-25,0.99279279,,0.79596763,38.85,38.57,除息,exright
2021-05-18,0.99272727,,0.80174598,38.5,38.22,除息,exright
2021-08-17,0.99332344,,0.80761958,40.44,40.17,除息,exright
2021-11-16,0.99299825,,0.81304794,39.99,39.71,除息,exright
2022-02-22,0.99607843,,0.81878084,35.7,35.56,除息,exright
2022-05-18,0.99326599,,0.82200439,32.67,32.45,除息,exright
2022-08-16,0.99150557,,0.82757730,34.14,33.85,除息,exright
2022-11-16,0.98983940,,0.83466733,30.51,30.2,除息,exright
2023-02-16,0.98966165,,0.84323510,31.92,31.59,除息,exright
2023-05-17,0.99020537,,0.85204383,31.65,31.34,除息,exright
2023-08-16,0.98985737,,0.86047183,31.55,31.23,除息,exright
2023-11-16,0.98929961,,0.86928870,30.84,30.51,除息,exright
2024-02-27,0.98967782,,0.87869104,31.97,31.64,除息,exright
2024-05-17,0.98973561,,0.88785564,32.15,31.82,除息,exright
2024-08-16,0.98954600,,0.89706345,33.48,33.13,除息,exright
2024-11-18,0.99012650,,0.90654042,32.41,32.09,除息,exright
2024-12-17,0.99628483,,0.91558040,32.3,32.18,除息,exright
2025-01-17,0.99588086,,0.91899462,31.56,31.43,除息,exright
2025-02-18,0.99591452,,0.92279575,31.82,31.69,除息,exright
2025-03-18,0.99593496,,0.92658128,31.98,31.85,除息,exright
2025-04-21,0.99577922,,0.93036324,30.8,30.67,除息,exright
2025-05-19,0.99577316,,0.93430674,28.39,28.27,除息,exright
2025-06-17,0.99571275,,0.93827267,27.99,27.87,除息,exright
2025-07-16,0.99604743,,0.94231260,27.83,27.72,除息,exright
2025-08-18,0.99624573,,0.94605193,29.3,29.19,除息,exright
2025-09-16,0.99637442,,0.94961705,30.34,30.23,除息,exright
2025-10-20,0.99645733,,0.95307249,31.05,30.94,除息,exright
2025-11-18,0.99604613,,0.95646091,30.35,30.23,除息,exright
2025-12-16,0.99605911,,0.96025765,30.45,30.33,除息,exright
2026-01-20,0.99609121,,0.96405689,30.7,30.58,除息,exright
2026-02-26,0.99611147,,0.96783998,30.86,30.74,除息,exright
2026-03-17,0.99635399,,0.97161814,30.17,30.06,除息,exright
2026-04-20,0.99603043,,0.97517363,30.23,30.11,除息,exright
2026-05-19,0.99594595,,0.97906008,29.6,29.48,除息,exright
2026-06-16,0.99605003,,0.98304539,30.38,30.26,除息,exright
2026-07-16,0.99597045,,0.98694379,29.78,29.66,除息,exright
2026-08-18,0.99550173,,0.99093682,28.9,28.77,除息,exright
2026-09-16,0.99541446,,0.99541446,28.35,28.22,除息,exright
