date,factor,cum_factor,pre_close,ref_price,kind
2015-07-16,0.92518703,0.48955911,20.05,18.55,息
2016-07-21,0.93785311,0.52914610,17.7,16.6,息
2017-07-17,0.96078431,0.56421000,20.4,19.6,息
2018-08-28,0.97315436,0.58723898,29.8,29,息
2019-08-29,0.94827586,0.60343868,23.2,22,息
2020-08-27,0.91647332,0.63635352,21.55,19.75,息
2021-08-23,0.94814815,0.69435029,27,25.6,息
2022-08-22,0.88847584,0.73232257,26.9,23.9,息
2023-08-24,0.95689655,0.82424591,23.2,22.2,息
2024-08-26,0.96113990,0.86137410,38.6,37.1,息
2025-08-25,0.92753623,0.89620055,27.6,25.6,息
2026-08-24,0.96621622,0.96621622,44.4,42.9,息
