date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2017-06-29,0.95046440,,0.61803922,64.6,61.4,息,exright
2018-07-24,0.95810056,,0.65024974,71.6,68.6,息,exright
2019-01-02,0.99804270,,0.67868631,56.2,56.09,權,exright
2019-07-22,0.95250464,,0.68001731,53.9,51.34,息,exright
2020-07-29,0.95951417,,0.71392546,49.4,47.4,息,exright
2021-08-19,0.97425997,,0.74404889,38.85,37.85,息,exright
2021-09-30,0.93444909,,0.76370672,35.85,33.5,權,exright
2022-08-11,0.97176080,,0.81728018,30.1,29.25,息,exright
2024-11-04,0.96891566,,0.84103020,41.5,40.21,權,exright
2025-07-23,0.97686212,,0.86801177,31.55,30.82,息,exright
2026-09-08,0.88857143,,0.88857143,45.5,40.43,權息,exright
