date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2025-07-16,0.99452954,,0.93281981,9.14,9.09,除息,exright
2025-08-18,0.99479167,,0.93795083,9.6,9.55,除息,exright
2025-09-16,0.99498998,,0.94286157,9.98,9.93,除息,exright
2025-10-20,0.99506903,,0.94760911,10.14,10.09,除息,exright
2025-11-18,0.99494949,,0.95230489,9.9,9.85,除息,exright
2025-12-16,0.99497487,,0.95713893,9.95,9.9,除息,exright
2026-01-20,0.99504460,,0.96197296,10.09,10.04,除息,exright
2026-02-26,0.99503968,,0.96676366,10.08,10.03,除息,exright
2026-03-17,0.99594320,,0.97158302,9.86,9.82,除息,exright
2026-04-20,0.99596367,,0.97554059,9.91,9.87,除息,exright
2026-05-19,0.99589322,,0.97949415,9.74,9.7,除息,exright
2026-06-16,0.99599198,,0.98353330,9.98,9.94,除息,exright
2026-07-16,0.99591420,,0.98749118,9.79,9.75,除息,exright
2026-08-18,0.99580713,,0.99154243,9.54,9.5,除息,exright
2026-09-16,0.99571734,,0.99571734,9.34,9.3,除息,exright
