date,factor,cum_factor,pre_close,ref_price,kind
2016-07-20,0.96969697,0.66690076,13.2,12.8,息
2017-07-26,0.95710456,0.68774140,18.65,17.85,息
2018-08-30,0.97045790,0.71856455,33.85,32.85,息
2018-10-25,0.94962217,0.74043866,19.85,18.85,權
2019-08-29,0.96661102,0.77971922,29.95,28.95,息
2020-08-26,0.98139535,0.80665253,43,42.2,息
2021-09-29,0.96511628,0.82194452,51.6,49.8,息
2022-07-13,0.93794749,0.85165336,41.9,39.3,息
2022-11-21,0.96129032,0.90799684,46.5,44.7,息
2023-06-19,0.96135266,0.94456047,41.4,39.8,息
2023-11-29,0.98253275,0.98253275,34.35,33.75,息
