date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2024-08-16,0.99517840,,0.88880597,10.37,10.32,除息,exright
2024-09-18,0.99523356,,0.89311220,10.49,10.44,除息,exright
2024-10-17,0.99515973,,0.89738955,10.33,10.28,除息,exright
2024-11-18,0.99506417,,0.90175429,10.13,10.08,除息,exright
2024-12-17,0.99507874,,0.90622728,10.16,10.11,除息,exright
2025-01-17,0.99595960,,0.91070911,9.9,9.86,除息,exright
2025-02-18,0.99601196,,0.91440367,10.03,9.99,除息,exright
2025-03-18,0.99502982,,0.91806495,10.06,10.01,除息,exright
2025-04-18,0.99475891,,0.92265069,9.54,9.49,除息,exright
2025-05-19,0.99435028,,0.92751186,8.85,8.8,除息,exright
2025-06-17,0.99435028,,0.93278182,8.85,8.8,除息,exright
2025-07-16,0.99544937,,0.93808171,8.79,8.75,除息,exright
2025-08-18,0.99565217,,0.94237009,9.2,9.16,除息,exright
2025-09-16,0.99580713,,0.94648524,9.54,9.5,除息,exright
2025-10-20,0.99588054,,0.95047044,9.71,9.67,除息,exright
2025-11-18,0.99578059,,0.95440207,9.48,9.44,除息,exright
2025-12-16,0.99580273,,0.95844614,9.53,9.49,除息,exright
2026-01-19,0.99588477,,0.96248596,9.72,9.68,除息,exright
2026-02-26,0.99586350,,0.96646317,9.67,9.63,除息,exright
2026-03-17,0.99577614,,0.97047756,9.47,9.43,除息,exright
2026-04-20,0.99578947,,0.97459411,9.5,9.46,除息,exright
2026-05-19,0.99572650,,0.97871502,9.36,9.32,除息,exright
2026-06-16,0.99582899,,0.98291551,9.59,9.55,除息,exright
2026-07-16,0.99575822,,0.98703243,9.43,9.39,除息,exright
2026-08-18,0.99564744,,0.99123704,9.19,9.15,除息,exright
2026-09-16,0.99557032,,0.99557032,9.03,8.99,除息,exright
