date,factor,cum_factor,pre_close,ref_price,kind
2015-07-28,0.98139535,0.67504533,430,422,息
2016-01-06,0.99263529,0.68784240,425,421.87,權
2016-07-12,0.96528926,0.69294574,302.5,292,息
2017-07-25,0.95286096,0.71786331,374,356.37,權息
2018-07-09,0.97323944,0.75337677,355,345.5,息
2019-07-11,0.97236181,0.77409190,398,387,息
2020-07-09,0.96816208,0.79609452,345.5,334.5,息
2021-08-13,0.98059965,0.82227401,567,556,息
2022-07-05,0.97073171,0.83854202,410,398,息
2023-06-15,0.96512821,0.86382469,487.5,470.5,息
2024-04-11,0.97563177,0.89503621,554,540.5,息
2025-07-10,0.95928144,0.91739142,417.5,400.5,息
2026-06-17,0.95633188,0.95633188,343.5,328.5,息
