date,factor,cum_factor,pre_close,ref_price,kind
2015-08-11,0.92204900,0.54206670,44.9,41.4,息
2016-08-04,0.93413284,0.58789359,54.2,50.63,息
2017-08-09,0.94057725,0.62934688,58.9,55.4,息
2018-08-14,0.94702842,0.66910706,77.4,73.3,息
2019-08-13,0.93417367,0.70653324,71.4,66.7,息
2020-08-11,0.94429161,0.75631895,72.7,68.65,息
2021-08-10,0.96532319,0.80093791,131.5,126.94,息
2022-08-09,0.90085366,0.82970959,82,73.87,息
2023-08-16,0.93957704,0.92102594,66.2,62.2,息
2024-08-14,0.99081633,0.98025590,49,48.55,息
2026-08-13,0.98934169,0.98934169,63.8,63.12,息
