date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-07-30,0.90046264,,0.37038305,20.45,18.41,權息,exright
2016-07-28,0.88944724,,0.41132528,19.9,17.7,權息,exright
2017-04-14,0.98505191,,0.46245046,18.8,18.51,權,exright
2017-08-09,0.90771224,,0.46946811,19.6,17.79,權息,exright
2018-07-26,0.91656325,,0.51719927,22.45,20.57,權息,exright
2019-07-25,0.91002925,,0.56428104,28.1,25.57,權息,exright
2020-07-28,0.90088041,,0.62006913,28.95,26.08,權息,exright
2021-08-31,0.92176600,,0.68829238,27.85,25.67,權息,exright
2022-07-28,0.91547584,,0.74671054,29.35,26.86,權息,exright
2023-04-07,0.98863580,,0.81565291,25.45,25.16,權,exright
2023-07-27,0.95673443,,0.82502871,26.95,25.78,權息,exright
2024-07-25,0.94088265,,0.86233826,29.8,28.03,權息,exright
2025-07-22,0.95534439,,0.91652052,34.2,32.67,權息,exright
2026-07-01,0.95936139,,0.95936139,34.45,33.05,息,exright
