date,factor,cum_factor,pre_close,ref_price,kind,event
2015-06-29,0.92333333,1.25482775,15,13.85,息,exright
2015-09-18,1.13568905,1.35901922,14.15,16.07,退還股款,reduce
2016-08-24,0.97955272,1.19664729,15.65,15.33,權,exright
2018-08-23,0.95744681,1.22162623,70.5,67.5,息,exright
2019-07-12,0.93449782,1.27592073,45.8,42.8,息,exright
2020-06-22,0.98618785,1.36535443,36.2,35.7,息,exright
2020-08-17,1.30448625,1.38447704,34.55,45.07,退還股款,reduce
2021-09-01,0.98019802,1.06131976,101,99,息,exright
2022-06-29,0.96441281,1.08276056,56.2,54.2,息,exright
2022-09-12,1.20703259,1.12271483,58.3,70.37,退還股款,reduce
2023-08-07,0.97611465,0.93014459,62.8,61.3,息,exright
2024-08-06,0.98692810,0.95290506,61.2,60.4,息,exright
2025-08-06,0.97500000,0.96552632,60,58.5,息,exright
2026-08-06,0.99028340,0.99028340,123.5,122.3,息,exright
