date,factor,cum_factor,pre_close,ref_price,kind,event
2015-12-01,1.04297521,0.89198777,12.1,12.62,退還股款,reduce
2016-08-26,0.96350365,0.85523391,13.7,13.2,息,exright
2016-12-09,1.18218391,0.88762914,17.4,20.57,退還股款,reduce
2017-08-28,0.98000000,0.75083845,25,24.5,息,exright
2018-08-28,0.96055227,0.76616169,25.35,24.35,息,exright
2019-10-17,0.97727273,0.79762623,22,21.5,息,exright
2020-08-31,0.98269896,0.81617568,28.9,28.4,息,exright
2021-08-30,0.98165138,0.83054497,27.25,26.75,息,exright
2022-08-29,0.98127341,0.84606918,26.7,26.2,息,exright
2023-08-28,0.98618785,0.86221554,36.2,35.7,息,exright
2024-08-28,0.96875000,0.87429138,41.6,40.3,息,exright
2025-08-28,0.96296296,0.90249433,40.5,39,息,exright
2026-07-14,0.93720565,0.93720565,31.85,29.85,息,exright
