date,factor,cum_factor,pre_close,ref_price,kind
2015-07-29,0.96725784,0.61285085,36.65,35.45,息
2016-07-28,0.96216216,0.63359615,37,35.6,息
2017-07-27,0.95061728,0.65851286,40.5,38.5,息
2018-07-27,0.95043371,0.69272132,40.35,38.35,息
2019-07-29,0.95402299,0.72884759,43.5,41.5,息
2020-07-29,0.95767196,0.76397278,47.25,45.25,息
2021-08-27,0.95339412,0.79773953,49.35,47.05,息
2022-07-26,0.95770393,0.83673636,49.65,47.55,息
2023-07-26,0.96911765,0.87369002,68,65.9,息
2024-07-25,0.96818182,0.90153143,66,63.9,息
2025-07-25,0.96860987,0.93115922,66.9,64.8,息
2026-07-16,0.96133568,0.96133568,56.9,54.7,息
