date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-07-02,0.92312127,,0.61204117,26,24,息,exright
2016-07-05,0.93801548,,0.66301275,24.35,22.84,息,exright
2017-07-05,0.93023829,,0.70682496,31.5,29.3,息,exright
2018-07-20,0.98501277,,0.75983215,20.05,19.74,息,exright
2018-07-27,0.97984289,,0.77139320,20.1,19.69,權,exright
2019-07-04,0.98101266,,0.78726213,63.2,62,息,exright
2020-07-07,0.97694580,,0.80249946,90.5,88.41,息,exright
2021-08-02,0.96423264,,0.82143704,50.3,48.5,息,exright
2022-06-20,0.96359223,,0.85190752,41.2,39.7,息,exright
2023-06-27,0.95859213,,0.88409546,48.3,46.3,息,exright
2024-06-20,0.97590361,,0.92228533,83,81,息,exright
2025-07-02,0.96177311,,0.94505780,52.7,50.68,息,exright
2026-06-25,0.98262032,,0.98262032,74.8,73.5,息,exright
