date,factor,cum_factor,pre_close,ref_price,kind
2015-07-30,0.93372093,0.46149816,86,80.3,息
2016-07-14,0.94036697,0.49425706,87.2,82,息
2017-07-21,0.93208431,0.52560019,85.4,79.6,息
2018-08-03,0.93875278,0.56389769,89.8,84.3,息
2019-07-25,0.91443850,0.60068816,93.5,85.5,息
2020-07-27,0.94111111,0.65689290,90,84.7,息
2020-11-19,0.97055359,0.69799718,84.9,82.4,息
2021-07-22,0.96478873,0.71917428,85.2,82.2,息
2021-11-09,0.97268409,0.74542152,84.2,81.9,息
2022-07-29,0.96248383,0.76635521,77.3,74.4,息
2022-11-17,0.96934866,0.79622658,78.3,75.9,息
2023-07-27,0.96245734,0.82140371,87.9,84.6,息
2023-12-07,0.97413793,0.85344428,81.2,79.1,息
2024-07-29,0.97263682,0.87610209,80.4,78.2,息
2024-12-10,0.97817715,0.90074947,77.9,76.2,息
2025-07-25,0.96523179,0.92084493,60.4,58.3,息
2025-12-09,0.98459168,0.95401430,64.9,63.9,息
2026-07-20,0.96894410,0.96894410,80.5,78,息
