date,factor,cum_factor,pre_close,ref_price,kind
2015-07-03,0.93537964,0.47702727,61.9,57.9,息
2016-07-04,0.92660550,0.50998252,54.5,50.5,息
2017-06-29,0.92792793,0.55037718,55.5,51.5,息
2018-07-03,0.93103448,0.59312492,58,54,息
2019-09-06,0.92307692,0.63706010,70.2,64.8,息
2020-07-03,0.93236915,0.69014844,72.6,67.69,息
2021-09-16,0.93421053,0.74020944,60.8,56.8,息
2022-07-04,0.99058380,0.79233686,53.1,52.6,息
2023-07-19,0.96345515,0.79986858,90.3,87,息
2024-07-04,0.94228635,0.83020842,90.1,84.9,息
2025-07-07,0.93924051,0.88105747,79,74.2,息
2026-07-06,0.93805310,0.93805310,56.5,53,息
