date,factor,cum_factor,pre_close,ref_price,kind
2015-07-16,0.93846154,0.49396873,26,24.4,息
2016-07-20,0.94820717,0.52636013,25.1,23.8,息
2017-08-01,0.94936709,0.55511089,23.7,22.5,息
2018-07-10,0.95149254,0.58471680,26.8,25.5,息
2019-07-09,0.94555354,0.61452590,27.55,26.05,息
2020-07-15,0.95888755,0.64991127,41.35,39.65,息
2021-08-23,0.94980185,0.67777631,37.85,35.95,息
2022-07-13,0.95333333,0.71359759,37.5,35.75,息
2023-04-19,0.94206349,0.74852894,50.4,47.48,權
2023-07-21,0.92774674,0.79456316,53.7,49.82,權息
2024-07-01,0.95970772,0.85644403,47.9,45.97,息
2025-07-01,0.95296753,0.89240089,44.65,42.55,息
2026-03-27,0.96394850,0.93644418,46.6,44.92,權
2026-07-02,0.97146703,0.97146703,74.3,72.18,息
