date,factor,cum_factor,pre_close,ref_price,kind,event
2018-07-12,0.91341991,0.65838276,11.55,10.55,息,exright
2019-07-12,0.98435871,0.72078871,9.59,9.44,息,exright
2019-12-20,1.00744186,0.73224192,10.75,10.83,退還股款,reduce
2020-06-15,0.91208791,0.72683293,13.65,12.45,息,exright
2021-09-15,0.97087379,0.79688912,10.3,10,息,exright
2022-07-21,0.95979899,0.82079579,19.9,19.1,息,exright
2023-06-19,0.98445596,0.85517467,19.3,19,息,exright
2024-06-07,0.97167139,0.86867743,17.65,17.15,息,exright
2025-03-26,0.95121951,0.89400330,16.4,15.6,息,exright
2026-03-26,0.93984962,0.93984962,13.3,12.5,息,exright
