date,factor,cum_factor,pre_close,ref_price,kind
2015-07-17,0.92031873,0.51975761,50.2,46.2,息
2016-07-04,0.93325918,0.56475827,44.95,41.95,息
2017-07-13,0.94373866,0.60514623,55.1,52,息
2018-07-11,0.94285714,0.64122225,52.5,49.5,息
2019-07-12,0.92584746,0.68008421,47.2,43.7,息
2020-07-17,0.94511526,0.73455319,45.55,43.05,息
2021-07-01,0.94071146,0.77721017,50.6,47.6,息
2022-07-08,0.94219653,0.82619401,34.6,32.6,息
2023-07-14,0.95276653,0.87688076,37.05,35.3,息
2024-07-12,0.97163121,0.92035218,35.25,34.25,息
2025-07-10,0.95918367,0.94722378,24.5,23.5,息
2026-07-13,0.98753117,0.98753117,20.05,19.8,息
