date,factor,cum_factor,pre_close,ref_price,kind
2015-08-31,0.97198444,0.82913554,12.85,12.49,息
2016-08-30,0.98814229,0.85303376,25.3,25,息
2017-07-03,0.99127907,0.86327017,17.2,17.05,息
2019-07-01,0.95238095,0.87086492,31.5,30,息
2020-07-08,0.98797595,0.91440816,24.95,24.65,息
2021-08-13,0.98198198,0.92553686,27.75,27.25,息
2022-07-01,0.97894737,0.94251919,28.5,27.9,息
2023-07-05,0.98104265,0.96278842,42.2,41.4,息
2024-07-04,0.98804781,0.98139303,37.65,37.2,息
2025-07-08,0.99562682,0.99326472,34.3,34.15,息
2026-07-03,0.99762752,0.99762752,42.15,42.05,息
