date,factor,cum_factor,pre_close,ref_price,kind
2015-08-11,0.92463768,0.71732168,17.25,15.95,權息
2016-07-07,0.96124031,0.77578677,12.9,12.4,息
2017-07-07,0.95454545,0.80706849,13.2,12.6,息
2018-07-18,0.95862069,0.84550033,14.5,13.9,息
2019-07-04,0.95522388,0.88199674,13.4,12.8,息
2020-06-15,0.97876858,0.92334034,9.42,9.22,息
2022-06-14,0.98805970,0.94336941,43.55,43.03,息
2023-08-03,0.98031915,0.95476965,37.6,36.86,息
2024-07-29,0.99074960,0.97393757,31.35,31.06,息
2025-08-05,0.98470948,0.98303100,32.7,32.2,息
2026-06-30,0.99829545,0.99829545,88,87.85,息
