date,factor,cum_factor,pre_close,ref_price,kind,event
2015-06-29,0.95211268,0.55415798,17.75,16.9,除息,exright
2016-07-07,0.95264624,0.58202983,17.95,17.1,除息,exright
2017-07-04,0.94705882,0.61096113,17,16.1,除息,exright
2018-07-02,0.94427245,0.64511424,16.15,15.25,除息,exright
2019-07-04,0.94533762,0.68318656,15.55,14.7,除息,exright
2020-07-13,0.94533762,0.72269054,15.55,14.7,除息,exright
2021-09-16,0.94955490,0.76447877,16.85,16,除息,exright
2022-07-06,0.95724466,0.80509171,21.05,20.15,除息,exright
2023-07-10,0.95271868,0.84105114,21.15,20.15,除息,exright
2024-07-03,0.96153846,0.88279065,20.8,20,除息,exright
2025-07-08,0.96136364,0.91810227,22,21.15,除息,exright
2026-07-07,0.95500000,0.95500000,20,19.1,除息,exright
