date,factor,cum_factor,pre_close,ref_price,kind
2015-07-15,0.91484185,0.42883106,41.1,37.6,息
2016-07-21,0.91626794,0.46874885,41.8,38.3,息
2017-07-06,0.91845056,0.51158490,49.05,45.05,息
2018-07-13,0.93333333,0.55700865,45,42,息
2019-07-11,0.93166287,0.59679498,43.9,40.9,息
2020-07-08,0.93362832,0.64056967,45.2,42.2,息
2021-08-03,0.93798450,0.68610780,45.15,42.35,息
2022-07-07,0.93404005,0.73147030,42.45,39.65,息
2023-07-07,0.93191489,0.78312520,47,43.8,息
2024-07-05,0.94949495,0.84033983,59.4,56.4,息
2025-07-04,0.93962264,0.88503875,53,49.8,息
2026-07-09,0.94190871,0.94190871,48.2,45.4,息
