date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-07-15,0.94840764,,0.43721335,15.7,14.89,息,exright
2016-07-26,0.95436740,,0.46099729,12.7,12.12,權息,exright
2017-08-03,0.96061477,,0.48303964,13.95,13.4,權,exright
2018-07-25,0.92000000,,0.50284428,15,13.8,息,exright
2019-07-16,0.94915862,,0.54656987,13.75,13.05,息,exright
2020-08-04,0.92006031,,0.57584671,16.25,14.95,權息,exright
2021-08-26,0.90638329,,0.62587931,26.15,23.7,權息,exright
2022-07-12,0.89200000,,0.69052389,17.5,15.61,息,exright
2023-06-20,0.97802817,,0.77412992,17.75,17.36,息,exright
2024-07-23,0.95392670,,0.79152109,28.65,27.33,息,exright
2025-07-08,0.86484310,,0.82975043,22.6,19.54,權息,exright
2026-06-23,0.95942308,,0.95942308,52,49.89,息,exright
