date,factor,cum_factor,pre_close,ref_price,kind
2015-07-23,0.95689655,0.63341702,23.2,22.2,息
2016-07-27,0.95833333,0.66194932,24,23,息
2017-07-26,0.96086106,0.69072972,25.55,24.55,息
2018-07-26,0.96057348,0.71886535,27.9,26.8,息
2019-07-25,0.96327212,0.74837102,29.95,28.85,息
2020-07-14,0.96524487,0.77690510,31.65,30.55,息
2021-08-26,0.96735905,0.80487877,33.7,32.6,息
2022-07-29,0.96750369,0.83203725,33.85,32.75,息
2023-07-27,0.96721311,0.85998354,33.55,32.45,息
2024-07-29,0.96330275,0.88913553,32.7,31.5,息
2025-07-30,0.96160000,0.92300736,31.25,30.05,息
2026-07-15,0.95986622,0.95986622,29.9,28.7,息
