date,factor,cum_factor,pre_close,ref_price,kind,event
2017-07-27,0.98437500,0.88672818,16,15.75,除息,exright
2018-07-06,0.97594502,0.90080324,14.55,14.2,除息,exright
2019-07-23,0.96527778,0.92300613,14.4,13.9,除息,exright
2020-08-12,0.93160173,0.95620779,23.1,21.52,除息,exright
2020-10-21,0.97315175,1.02641264,25.7,25.01,除權,exright
2021-07-16,0.92730845,1.05473030,25.45,23.6,除息,exright
2022-07-12,0.91253482,1.13741043,17.95,16.38,除息,exright
2023-07-12,0.94708995,1.24642962,18.9,17.9,除息,exright
2024-07-10,0.93421053,1.31606256,30.4,28.4,除息,exright
2024-10-07,1.62264151,1.40874302,26.5,43,現金減資,reduce
2025-07-10,0.92990654,0.86817884,42.8,39.8,除息,exright
2026-07-09,0.93361946,0.93361946,69.9,65.26,除息,exright
