date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-27,0.89426129,0.36986685,81.9,73.24,除權息,exright
2016-08-22,0.91511036,0.41360043,58.9,53.9,除息,exright
2017-08-02,0.93750000,0.45196782,56,52.5,除息,exright
2018-07-18,0.92586751,0.48209900,63.4,58.7,除息,exright
2019-08-29,0.92307692,0.52069978,65,60,除息,exright
2020-07-02,0.93663366,0.56409142,50.5,47.3,除息,exright
2021-09-17,0.84142395,0.60225406,61.8,52,除權息,exright
2022-08-08,0.86360601,0.71575578,59.9,51.73,除權息,exright
2023-07-10,0.92990654,0.82879898,64.2,59.7,除息,exright
2024-08-23,0.94942197,0.89127127,69.2,65.7,除息,exright
2025-07-23,0.93875147,0.93875147,84.9,79.7,除息,exright
