date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-16,0.98885097,0.63180495,43.95,43.46,除息,exright
2016-08-10,0.97446352,0.63892838,46.6,45.41,除息,exright
2017-08-23,0.95876289,0.65567194,38.8,37.2,除息,exright
2018-08-23,0.95428571,0.68387288,35,33.4,除息,exright
2019-07-18,0.96091205,0.71663326,30.7,29.5,除息,exright
2020-07-07,0.96857671,0.74578444,54.1,52.4,除息,exright
2021-08-24,0.95778364,0.76997974,37.9,36.3,除息,exright
2022-06-29,0.95141700,0.80391824,37.05,35.25,息,exright
2023-06-20,0.96411856,0.84496938,64.1,61.8,息,exright
2024-07-04,0.96282528,0.87641646,53.8,51.8,息,exright
2025-07-03,0.95634379,0.91025494,36.65,35.05,息,exright
2026-07-02,0.95180723,0.95180723,33.2,31.6,息,exright
