date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-15,0.98326360,0.61068624,11.95,11.75,息,exright
2015-10-30,1.00478469,0.62108090,10.45,10.5,退還股款,reduce
2016-07-11,0.98019802,0.61812337,10.1,9.9,息,exright
2017-07-03,0.99038462,0.63061071,10.4,10.3,息,exright
2017-10-30,1.01031746,0.63673315,12.6,12.73,退還股款,reduce
2018-07-17,0.99350649,0.63023077,15.4,15.3,息,exright
2018-10-22,1.01694915,0.63434992,14.75,15,退還股款,reduce
2019-07-16,0.95833333,0.62377742,19.2,18.4,息,exright
2020-07-16,0.93922652,0.65089818,18.1,17,息,exright
2021-08-03,0.94059406,0.69301512,25.25,23.75,息,exright
2022-08-04,0.92392947,0.73678450,19.85,18.34,息,exright
2023-07-13,0.95567867,0.79744669,18.05,17.25,息,exright
2024-07-18,0.93984962,0.83442972,19.95,18.75,息,exright
2025-07-17,0.94594595,0.88783323,16.65,15.75,息,exright
2026-07-16,0.93856655,0.93856655,14.65,13.75,息,exright
