date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-06-30,0.93333333,,0.46809698,117,109.2,息,exright
2016-07-07,0.93089431,,0.50153248,98.4,91.6,息,exright
2017-07-03,0.94117647,,0.53876415,102,96,息,exright
2018-07-04,0.92865636,,0.57243691,84.1,78.1,息,exright
2019-07-03,0.92987377,,0.61641414,71.3,66.3,息,exright
2020-07-02,0.93877551,,0.66290087,73.5,69,息,exright
2021-07-05,0.95839018,,0.70613354,73.3,70.25,息,exright
2022-07-04,0.91240876,,0.73679129,68.5,62.5,息,exright
2023-07-06,0.92884371,,0.80752326,78.7,73.1,息,exright
2024-07-08,0.95823745,,0.86938551,119.5,114.5,息,exright
2025-07-08,0.94515376,,0.90727565,111,104.91,息,exright
2026-06-25,0.95992387,,0.95992387,294,282.21,息,exright
