date,factor,cum_factor,pre_close,ref_price,kind
2015-06-24,0.94698795,0.52017672,41.5,39.3,息
2016-06-28,0.93485342,0.54929603,30.7,28.7,息
2017-06-29,0.93610224,0.58757450,46.95,43.95,息
2018-06-26,0.87445652,0.62768198,92,80.45,權息
2019-06-13,0.94444444,0.71779667,90,85,息
2020-07-09,0.94565217,0.76002000,92,87,息
2021-07-21,0.94606257,0.80369931,92.7,87.7,息
2022-07-04,0.93637455,0.84952025,83.3,78,息
2023-07-05,0.97238494,0.90724406,119.5,116.2,息
2024-07-04,0.97210884,0.93300917,147,142.9,息
2025-05-27,0.97596154,0.95977850,208,203,息
2026-03-20,0.98341837,0.98341837,392,385.5,息
