date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-12,0.91562500,0.42832821,35.2,32.23,除息,exright
2016-07-08,0.94055666,0.46779873,50.3,47.31,除息,exright
2017-08-15,0.92251082,0.49736369,46.2,42.62,除息,exright
2018-08-15,0.94282983,0.53914131,52.3,49.31,除息,exright
2019-06-27,0.93136456,0.57183311,49.1,45.73,除息,exright
2020-09-09,0.93157895,0.61397344,43.7,40.71,除息,exright
2021-08-19,0.93023256,0.65906754,43,40,除息,exright
2022-08-02,0.93340733,0.70849760,45.05,42.05,除息,exright
2023-08-15,0.93121597,0.75904440,55.1,51.31,除息,exright
2024-07-26,0.94178862,0.81511102,61.5,57.92,除息,exright
2025-07-29,0.93069498,0.86549253,51.8,48.21,除息,exright
2026-08-12,0.92994220,0.92994220,43.25,40.22,除息,exright
