date,factor,cum_factor,pre_close,ref_price,kind
2020-07-13,0.97763975,0.80676612,64.4,62.96,息
2021-08-16,0.96918138,0.82521820,62.3,60.38,息
2022-07-14,0.96872964,0.85145899,61.4,59.48,息
2023-10-12,0.96794658,0.87894388,59.9,57.98,息
2024-07-15,0.96729131,0.90804999,58.7,56.78,息
2025-07-14,0.96826446,0.93875545,60.5,58.58,息
2026-07-10,0.96952381,0.96952381,63,61.08,息
