date,factor,cum_factor,pre_close,ref_price,kind,event
2015-10-26,0.96965099,0.17539226,65.9,63.9,息,exright
2016-07-28,0.98780488,0.18088185,69.7,68.85,息,exright
2017-02-08,0.97680764,0.18311496,73.3,71.6,息,exright
2017-07-31,0.99147381,0.18746266,82.1,81.4,息,exright
2018-01-29,0.97485714,0.18907475,87.5,85.3,息,exright
2018-07-23,0.99173066,0.19395123,84.65,83.95,息,exright
2019-01-22,0.96993464,0.19556846,76.5,74.2,息,exright
2019-07-19,0.99153567,0.20163055,82.7,82,息,exright
2020-01-31,0.96852957,0.20335179,92.15,89.25,息,exright
2020-07-21,0.99278722,0.20995930,97.05,96.35,息,exright
2021-01-22,0.97867133,0.21148469,143,139.95,息,exright
2021-07-21,0.99744898,0.21609368,137.2,136.85,息,exright
2022-01-21,0.97853789,0.21664635,149.1,145.9,息,exright
2022-07-18,0.98441558,0.22139802,115.5,113.7,息,exright
2023-01-30,0.97798476,0.22490300,118.1,115.5,息,exright
2023-07-18,0.98560606,0.22996575,132,130.1,息,exright
2024-01-17,0.97721231,0.23332421,131.65,128.65,息,exright
2024-07-16,0.99491612,0.23876511,196.7,195.7,息,exright
2025-01-17,0.98636708,0.23998517,198.05,195.35,息,exright
2025-06-18,0.24998675,0.24330209,188.65,47.16,分割,etfsplit
2025-07-21,0.99300292,0.97325994,51.45,51.09,息,exright
2026-01-22,0.98608212,0.98011791,71.85,70.85,息,exright
2026-07-21,0.99395161,0.99395161,99.2,98.6,息,exright
