date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2025-03-06,0.99075297,,0.91262693,15.14,15,除息,exright
2025-04-01,0.99530831,,0.92114478,14.92,14.85,除息,exright
2025-05-05,0.99560761,,0.92548687,13.66,13.6,除息,exright
2025-06-04,0.99692544,,0.92956990,13.01,12.97,除息,exright
2025-07-02,0.99544073,,0.93243673,13.16,13.1,除息,exright
2025-07-31,0.99548533,,0.93670744,13.29,13.23,除息,exright
2025-09-03,0.99559471,,0.94095554,13.62,13.56,除息,exright
2025-10-02,0.99572040,,0.94511906,14.02,13.96,除息,exright
2025-11-03,0.99575972,,0.94918118,14.15,14.09,除息,exright
2025-12-03,0.99579832,,0.95322312,14.28,14.22,除息,exright
2026-01-02,0.99577167,,0.95724515,14.19,14.13,除息,exright
2026-02-03,0.99578652,,0.96130989,14.24,14.18,除息,exright
2026-03-11,0.99511173,,0.96537749,14.32,14.25,除息,exright
2026-03-31,0.99496403,,0.97011970,13.9,13.83,除息,exright
2026-05-04,0.99496040,,0.97502992,13.89,13.82,除息,exright
2026-06-03,0.99503546,,0.97996857,14.1,14.03,除息,exright
2026-07-02,0.99505650,,0.98485793,14.16,14.09,除息,exright
2026-07-31,0.99489424,,0.98975077,13.71,13.64,除息,exright
2026-09-01,0.99483013,,0.99483013,13.54,13.47,除息,exright
