date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-07,0.96035242,0.71527787,22.7,21.8,息,exright
2016-06-30,0.93969849,0.74480769,19.9,18.7,息,exright
2017-07-05,0.95408163,0.79260283,19.6,18.7,息,exright
2018-07-04,0.94761905,0.83074949,21,19.9,息,exright
2019-07-04,0.95641646,0.87667032,20.65,19.75,息,exright
2020-06-12,0.95121951,0.91661985,20.5,19.5,息,exright
2021-06-18,0.94930876,0.96362600,21.7,20.6,息,exright
2022-04-08,0.96402878,1.01508175,20.85,20.1,息,exright
2023-07-05,0.95652174,1.05295794,23,22,息,exright
2024-06-18,0.95430580,1.10081966,28.45,27.15,息,exright
2025-06-16,0.94091581,1.15352926,33.85,31.85,息,exright
2025-11-03,1.30944444,1.22596438,36,47.14,退還股款,reduce
2026-06-15,0.93624772,0.93624772,54.9,51.4,息,exright
