date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-03,0.79330677,0.94140388,125.5,99.56,權息,exright
2016-08-03,0.99537037,1.18668328,54,53.75,息,exright
2020-07-03,0.98657718,1.19220273,74.5,73.5,息,exright
2021-08-11,0.94880546,1.20842318,58.6,55.6,息,exright
2022-07-12,0.96323529,1.27362587,40.8,39.3,息,exright
2023-06-16,0.98905908,1.32223754,45.7,45.2,息,exright
2023-10-11,1.50378510,1.33686406,40.95,61.58,退還股款,reduce
2024-06-18,0.96899225,0.88899941,129,125,息,exright
2025-06-13,0.94908350,0.91744739,98.2,93.2,息,exright
2026-06-09,0.96666667,0.96666667,90,87,息,exright
