date,factor,cum_factor,pre_close,ref_price,kind
2015-09-11,0.98713826,0.78596125,31.1,30.7,息
2016-08-12,0.98484848,0.79620178,19.8,19.5,息
2017-08-28,0.98429319,0.80845104,19.1,18.8,息
2018-08-27,0.98130841,0.82135186,16.05,15.75,息
2021-06-18,0.98165138,0.83699665,21.8,21.4,息
2022-06-21,0.95024876,0.85264145,20.1,19.1,息
2023-06-20,0.95444685,0.89728236,23.05,22,息
2024-06-25,0.97350993,0.94010720,22.65,22.05,息
2025-06-25,0.98219585,0.96568835,16.85,16.55,息
2026-06-25,0.98319328,0.98319328,17.85,17.55,息
