date,factor,cum_factor,pre_close,ref_price,kind
2015-08-24,0.94901961,0.48213443,127.5,121,息
2016-08-22,0.95207668,0.50803421,156.5,149,息
2017-07-27,0.94444444,0.53360640,162,153,息
2018-08-21,0.93831169,0.56499502,154,144.5,息
2019-08-13,0.93710692,0.60214002,159,149,息
2020-08-12,0.93333333,0.64255210,150,140,息
2021-08-12,0.93399340,0.68844868,151.5,141.5,息
2022-08-17,0.95189003,0.73710229,145.5,138.5,息
2023-08-23,0.92932862,0.77435656,141.5,131.5,息
2024-08-21,0.95205479,0.83324299,146,139,息
2025-08-19,0.92758621,0.87520487,145,134.5,息
2026-08-19,0.94352941,0.94352941,127.5,120.3,息
