date,factor,cum_factor,pre_close,ref_price,kind
2015-07-15,0.94470046,0.56457741,10.85,10.25,息
2016-07-20,0.91826923,0.59762585,10.4,9.55,息
2017-07-26,0.93710692,0.65081768,9.54,8.94,息
2020-08-27,0.98564593,0.69449672,10.45,10.3,息
2021-08-26,0.94509804,0.70461075,12.75,12.05,息
2022-08-26,0.94915254,0.74554249,11.8,11.2,息
2023-08-28,0.95092025,0.78548227,16.3,15.5,息
2024-08-28,0.93846154,0.82602329,16.25,15.25,息
2025-07-24,0.94949495,0.88018875,14.85,14.1,息
2026-07-16,0.92700730,0.92700730,13.7,12.7,息
