date,factor,cum_factor,pre_close,ref_price,kind,event
2019-07-02,0.94881170,0.67795788,27.35,25.95,除息,exright
2020-07-23,0.95115020,0.71453364,73.9,70.29,除權息,exright
2021-06-15,0.97313559,0.75123113,118,114.83,除息,exright
2022-07-07,0.91936620,0.77196964,56.8,52.22,除息,exright
2023-06-14,0.97218710,0.83967590,79.1,76.9,除息,exright
2024-06-11,0.98118467,0.86369783,143.5,140.8,除息,exright
2025-06-13,0.96476190,0.88026022,105,101.3,除息,exright
2025-08-20,0.95240678,0.91241188,147.5,140.48,除權,exright
2026-04-01,0.97709924,0.95800649,196.5,192,除息,exright
2026-09-01,0.98045977,0.98045977,261,255.9,除權,exright
