date,factor,cum_factor,pre_close,ref_price,kind
2015-08-17,0.93653137,0.50817626,40.65,38.07,息
2016-06-30,0.94322709,0.54261531,50.2,47.35,息
2017-07-10,0.91588785,0.57527537,53.5,49,息
2018-07-05,0.94769614,0.62810678,80.3,76.1,息
2019-07-03,0.93993174,0.66277233,87.9,82.62,息
2020-07-16,0.94103774,0.70512815,84.8,79.8,息
2021-07-22,0.95535714,0.74930911,67.2,64.2,息
2022-07-19,0.93949580,0.78432356,59.5,55.9,息
2023-07-06,0.95061728,0.83483456,81,77,息
2024-07-09,0.96703297,0.87820258,91,88,息
2025-06-25,0.94848485,0.90814131,66,62.6,息
2026-06-30,0.95746528,0.95746528,57.6,55.15,息
