date,factor,cum_factor,pre_close,ref_price,kind
2015-07-23,0.93388430,0.46152161,18.15,16.95,息
2016-07-25,0.93036212,0.49419570,17.95,16.7,息
2017-07-25,0.93246753,0.53118640,19.25,17.95,息
2018-07-25,0.93563218,0.56965672,21.75,20.35,息
2019-07-25,0.93468468,0.60884687,22.2,20.75,息
2020-07-23,0.94897959,0.65139279,29.4,27.9,息
2021-09-13,0.94820144,0.68641391,34.75,32.95,息
2022-07-25,0.91788856,0.72391148,34.1,31.3,息
2023-07-25,0.93288591,0.78867034,37.25,34.75,息
2024-07-25,0.94540943,0.84540921,40.3,38.1,息
2025-07-24,0.94363021,0.89422549,44.35,41.85,息
2026-07-23,0.94764398,0.94764398,57.3,54.3,息
