date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-16,0.93381201,0.49841756,76.6,71.53,除權息,exright
2016-08-11,0.96101949,0.53374507,66.7,64.1,除息,exright
2017-08-29,0.95186522,0.55539464,41.55,39.55,除息,exright
2018-07-05,0.90484988,0.58348033,43.3,39.18,除權息,exright
2019-08-05,0.82828685,0.64483661,50.2,41.58,除權息,exright
2020-07-16,0.92575406,0.77851847,43.1,39.9,除權息,exright
2021-07-19,0.95752212,0.84095604,28.25,27.05,除息,exright
2022-06-23,0.94545455,0.87826278,27.5,26,除息,exright
2023-07-06,0.94501718,0.92893178,29.1,27.5,除息,exright
2024-06-27,0.98297872,0.98297872,23.5,23.1,除息,exright
