date,factor,cum_factor,pre_close,ref_price,kind
2015-07-10,0.93174061,0.42181139,29.3,27.3,息
2016-07-19,0.90374150,0.45271332,29.4,26.57,權息
2017-08-14,0.90641026,0.50093232,31.2,28.28,權息
2018-07-30,0.87253333,0.55265517,37.5,32.72,權息
2019-07-01,0.87208672,0.63339147,36.9,32.18,權息
2020-06-17,0.93471164,0.72629414,45.95,42.95,息
2021-07-29,0.94082840,0.77702481,42.25,39.75,息
2022-07-11,0.93036212,0.82589430,35.9,33.4,息
2023-07-19,0.97054492,0.88771273,67.9,65.9,息
2024-07-17,0.96088193,0.91465394,70.3,67.55,息
2025-07-17,0.98928571,0.95189003,56,55.4,息
2026-07-16,0.96219931,0.96219931,43.65,42,息
