date,factor,cum_factor,pre_close,ref_price,kind
2015-07-23,0.93034826,0.48454806,20.1,18.7,息
2016-07-21,0.91416309,0.52082438,23.3,21.3,息
2017-07-20,0.92982456,0.56972808,28.5,26.5,息
2018-07-12,0.93224932,0.61272642,36.9,34.4,息
2019-07-16,0.93234100,0.65725596,36.95,34.45,息
2020-07-09,0.94479297,0.70495233,39.85,37.65,息
2021-08-03,0.94510740,0.74614476,41.9,39.6,息
2022-07-19,0.93464052,0.78948145,38.25,35.75,息
2023-07-12,0.92448513,0.84468995,43.7,40.4,息
2024-07-30,0.97596796,0.91368690,37.45,36.55,息
2025-07-22,0.94885362,0.93618534,28.35,26.9,息
2026-07-15,0.98664887,0.98664887,74.9,73.9,息
