date,factor,cum_factor,pre_close,ref_price,kind
2015-07-30,0.96581197,0.64537302,11.7,11.3,息
2016-07-28,0.96240602,0.66821808,13.3,12.8,息
2017-07-27,0.94888179,0.69432035,15.65,14.85,權息
2018-07-26,0.95943060,0.73172481,14.05,13.48,權息
2019-07-25,0.97510373,0.76266570,12.05,11.75,息
2020-07-23,0.96015936,0.78213801,12.55,12.05,息
2021-07-27,0.97080292,0.81459187,34.25,33.25,息
2022-07-28,0.91129032,0.83909088,24.8,22.6,息
2023-07-27,0.96943231,0.92077229,22.9,22.2,息
2024-07-25,0.97872340,0.94980565,16.45,16.1,息
2025-07-24,0.98148148,0.97045360,10.8,10.6,息
2026-07-23,0.98876404,0.98876404,13.35,13.2,息
