date,factor,cum_factor,pre_close,ref_price,kind
2019-01-17,0.98882979,0.87332755,18.8,18.59,息
2019-07-17,0.99165439,0.88319300,20.37,20.2,息
2020-01-30,0.98816288,0.89062581,21.12,20.87,息
2021-01-19,0.98939779,0.90129454,23.58,23.33,息
2021-07-16,0.99364945,0.91095265,23.62,23.47,息
2022-01-18,0.98743268,0.91677468,22.28,22,息
2022-07-18,0.99050633,0.92844272,18.96,18.78,息
2023-01-30,0.99067256,0.93734153,20.37,20.18,息
2023-07-18,0.99370765,0.94616685,20.66,20.53,息
2024-01-17,0.99500998,0.95215816,20.04,19.94,息
2024-07-16,0.99450317,0.95693328,23.65,23.52,息
2025-01-17,0.98825576,0.96222245,22.99,22.72,息
2025-07-16,0.99156118,0.97365731,23.7,23.5,息
2026-01-20,0.98972954,0.98194376,29.21,28.91,息
2026-07-16,0.99213342,0.99213342,31.78,31.53,息
