date,factor,cum_factor,pre_close,ref_price,kind
2015-08-04,0.96949891,0.64859172,229.5,222.5,息
2016-08-03,0.97225434,0.66899685,259.5,252.3,息
2017-08-02,0.96917148,0.68808832,259.5,251.5,息
2018-08-01,0.92570579,0.70997582,336.5,311.5,息
2019-07-31,0.97128874,0.76695622,306.5,297.7,息
2020-08-05,0.96774194,0.78962742,279,270,息
2021-09-07,0.96779964,0.81594833,279.5,270.5,息
2022-08-03,0.96836555,0.84309634,284.5,275.5,息
2023-08-03,0.96791444,0.87063850,280.5,271.5,息
2024-08-01,0.96756757,0.89949945,277.5,268.5,息
2025-07-31,0.96571429,0.92965027,262.5,253.5,息
2026-07-30,0.96265560,0.96265560,241,232,息
