date,factor,cum_factor,pre_close,ref_price,kind
2015-01-22,0.98106061,0.64133968,13.2,12.95,權
2015-07-15,0.93639576,0.65372075,14.15,13.25,息
2016-08-02,0.92746479,0.69812443,14.2,13.17,息
2017-07-18,0.93639576,0.75272338,14.15,13.25,息
2018-07-16,0.97095436,0.80385176,24.1,23.4,息
2019-07-17,0.93296089,0.82789861,17.9,16.7,息
2020-06-23,0.97761733,0.88738833,13.85,13.54,息
2021-07-15,0.97262774,0.90770519,27.4,26.65,息
2022-08-18,0.94987469,0.93325037,19.95,18.95,息
2024-08-26,0.98950131,0.98249841,19.05,18.85,息
2025-05-27,0.99411765,0.99292279,17,16.9,息
2026-05-25,0.99879808,0.99879808,83.2,83.1,息
